Nama,MQ2,MQ4,MQ5,MQ6
RDampit,1061,452,1831,293
RDampit,1062,456,1822,286
RDampit,1059,443,1819,280
RDampit,1052,452,1810,286
RDampit,1040,455,1803,293
RDampit,1044,449,1801,289
RDampit,1038,452,1799,288
RDampit,1037,447,1788,287
RDampit,1031,449,1786,285
RDampit,1035,444,1782,286
RDampit,952,425,1598,254
RDampit,950,427,1599,257
RDampit,946,427,1595,258
RDampit,954,426,1599,258
RDampit,959,423,1595,252
RDampit,952,414,1594,258
RDampit,954,427,1595,261
RDampit,956,425,1594,258
RDampit,963,429,1596,262
RDampit,960,424,1591,252
RDampit,962,423,1591,256
RDampit,960,422,1586,259
RDampit,965,422,1590,253
RDampit,958,424,1589,259
RDampit,965,421,1584,252
RDampit,968,421,1580,255
RDampit,972,425,1587,251
RDampit,971,421,1583,254
RDampit,974,421,1579,256
RDampit,973,421,1583,252
RDampit,974,425,1576,252
RDampit,972,423,1581,252
RDampit,974,422,1583,256
RDampit,980,416,1579,257
RDampit,984,419,1581,253
RDampit,977,417,1573,251
RDampit,983,421,1576,250
RDampit,978,419,1577,256
RDampit,981,417,1576,252
RDampit,984,422,1566,251
RDampit,984,416,1566,252
RDampit,983,423,1571,248
RDampit,984,413,1560,251
RDampit,980,412,1564,249
RDampit,993,414,1565,244
RDampit,985,413,1561,255
RDampit,990,417,1559,247
RDampit,992,418,1562,249
RDampit,1005,418,1562,250
RDampit,1019,425,1567,251
RDampit,1061,421,1574,253
RDampit,1088,421,1588,248
RDampit,1115,429,1600,250
RDampit,1133,424,1616,249
RDampit,1180,422,1625,247
RDampit,1239,425,1643,254
RDampit,1292,430,1670,245
RDampit,1350,432,1680,250
RDampit,1404,431,1704,247
RDampit,1456,427,1727,251
RDampit,1518,429,1749,255
RDampit,1580,432,1768,251
RDampit,1631,434,1788,255
RDampit,1678,435,1798,254
RDampit,1722,436,1819,257
RDampit,1765,440,1834,258
RDampit,1811,438,1844,256
RDampit,1853,441,1858,258
RDampit,1899,440,1873,265
RDampit,1927,443,1883,255
RDampit,1959,436,1895,257
RDampit,1996,445,1910,257
RDampit,2023,444,1915,264
RDampit,2049,443,1926,260
RDampit,2082,444,1938,268
RDampit,2106,446,1947,262
RDampit,2126,448,1960,264
RDampit,2154,448,1965,269
RDampit,2171,442,1974,260
RDampit,2197,447,1980,264
RDampit,2216,444,1990,263
RDampit,2232,450,1995,268
RDampit,2247,453,2004,266
RDampit,2265,450,2008,268
RDampit,2280,450,2020,273
RDampit,2295,445,2029,272
RDampit,2305,454,2036,265
RDampit,2320,458,2043,274
RDampit,2334,446,2042,265
RDampit,2350,451,2059,266
RDampit,2354,457,2059,273
RDampit,2366,460,2067,275
RDampit,2384,455,2070,276
RDampit,2388,456,2078,266
RDampit,2397,454,2080,270
RDampit,2404,455,2091,279
RDampit,2417,450,2089,278
RDampit,2425,454,2092,271
RDampit,2434,451,2101,275
RDampit,2447,450,2110,281
RDampit,2450,456,2107,275
RDampit,2455,458,2113,281
RDampit,2463,458,2121,279
RDampit,2475,463,2128,282
RDampit,2482,450,2130,277
RDampit,2487,455,2131,282
RDampit,2492,459,2133,279
RDampit,2500,458,2144,280
RDampit,2511,455,2140,286
RDampit,2510,456,2146,282
RDampit,2518,453,2149,278
RDampit,2526,454,2150,290
RDampit,2532,458,2157,286
RDampit,2533,453,2163,279
RDampit,2533,451,2165,288
RDampit,2546,452,2166,281
RDampit,2551,450,2174,287
RDampit,2557,456,2169,288
RDampit,2558,462,2178,284
RDampit,2572,463,2175,284
RDampit,2573,455,2168,284
RDampit,2574,459,2178,289
RDampit,2574,459,2187,293
RDampit,2579,460,2186,292
RDampit,2582,453,2182,290
RDampit,2590,452,2189,296
RDampit,2595,460,2191,288
RDampit,2598,452,2189,291
RDampit,2603,453,2193,295
RDampit,2606,457,2193,294
RDampit,2607,460,2198,292
RDampit,2610,459,2202,290
RDampit,2609,458,2200,289
RDampit,2611,457,2204,290
RDampit,2618,455,2207,293
RDampit,2622,456,2206,295
RDampit,2627,464,2212,296
RDampit,2617,461,2206,294
RDampit,2625,461,2217,297
RDampit,2628,459,2214,296
RDampit,2636,462,2211,291
RDampit,2631,460,2213,294
RDampit,2634,461,2222,292
RDampit,2639,457,2223,299
RDampit,2641,456,2222,296
RDampit,2641,456,2225,300
RDampit,2641,447,2224,300
RDampit,2639,453,2222,300
RDampit,2646,458,2224,298
RDampit,2660,455,2227,299
RDampit,2652,468,2232,295
RDampit,2659,458,2227,296
RDampit,2656,454,2226,296
RDampit,2654,455,2229,292
RDampit,2660,453,2234,303
RDampit,2655,459,2233,303
RDampit,2660,451,2231,298
RDampit,2660,462,2235,302
RDampit,2668,455,2235,303
RDampit,2670,457,2235,299
RDampit,2668,459,2235,304
RDampit,2670,456,2239,301
RDampit,2672,457,2237,306
RDampit,2673,459,2245,304
RDampit,2675,464,2241,304
RDampit,2679,454,2242,301
RDampit,2676,457,2242,303
RDampit,2673,457,2242,298
RDampit,2676,458,2240,303
RDampit,2685,458,2241,308
RDampit,2680,456,2241,301
RDampit,2680,457,2241,308
RDampit,2687,455,2254,306
RDampit,2680,456,2251,303
RDampit,2687,459,2245,305
RDampit,2690,457,2253,305
RDampit,2688,455,2242,306
RDampit,2683,451,2240,302
RDampit,2677,453,2248,323
RDampit,2518,445,2220,327
RDampit,2404,446,2193,319
RDampit,2295,450,2176,310
RDampit,2207,442,2160,306
RDampit,2131,445,2145,302
RDampit,2063,440,2132,305
RDampit,1993,440,2120,298
RDampit,1932,443,2112,301
RDampit,1879,446,2094,303
RDampit,1820,435,2083,285
RDampit,1769,432,2066,295
RDampit,1724,435,2056,289
RDampit,1669,439,2052,292
RDampit,1625,436,2035,287
RDampit,1597,434,2021,286
RDampit,1553,432,2011,281
RDampit,1515,434,2003,282
RDampit,1480,426,1993,287
RDampit,1455,435,1974,283
RDampit,1431,430,1970,281
RDampit,1416,435,1961,279
RDampit,1401,436,1958,279
RDampit,1381,438,1949,275
RDampit,1367,431,1952,278
RDampit,1353,435,1937,274
RDampit,1338,433,1926,274
RDampit,1314,441,1916,273
RDampit,1301,431,1910,275
RDampit,1292,429,1896,276
RDampit,1276,437,1888,268
RDampit,1260,433,1881,263
RDampit,1254,427,1872,269
RDampit,1246,431,1861,274
RDampit,1231,432,1855,265
RDampit,1225,428,1845,269
RDampit,1208,433,1840,272
RDampit,1208,432,1835,264
RDampit,1195,428,1828,275
RDampit,1184,421,1821,259
RDampit,1182,430,1810,269
RDampit,1175,421,1805,260
RDampit,1163,420,1797,259
RDampit,1167,425,1790,261
RDampit,1169,424,1780,262
RDampit,1157,417,1769,251
RDampit,1153,419,1766,261
RDampit,1149,424,1776,262
RDampit,1150,426,1768,262
RDampit,1141,426,1760,260
RDampit,1141,422,1755,253
RDampit,1138,425,1750,261
RDampit,1133,428,1746,265
RDampit,1145,420,1737,259
RDampit,1136,422,1734,259
RDampit,1129,420,1733,256
RDampit,1120,416,1723,254
RDampit,1121,424,1725,257
RDampit,1116,418,1723,244
RDampit,1117,420,1720,251
RDampit,1115,413,1706,247
RDampit,1110,417,1713,260
RDampit,1111,416,1704,251
RDampit,1113,419,1699,249
RDampit,1108,419,1692,251
RDampit,1107,422,1701,255
RDampit,1109,419,1701,252
RDampit,1109,415,1689,256
RDampit,1104,414,1686,252
RDampit,1100,419,1687,251
RDampit,1102,417,1684,249
RDampit,1100,416,1679,249
RDampit,1101,409,1680,250
RDampit,1093,418,1672,246
RDampit,1100,410,1673,244
RDampit,1093,417,1668,246
RDampit,1093,417,1667,250
RDampit,1098,412,1655,247
RDampit,1090,407,1659,247
RDampit,1094,417,1660,242
RDampit,1090,415,1654,252
RDampit,1089,413,1650,243
RDampit,1094,412,1651,236
RDampit,1084,416,1650,240
RDampit,1087,417,1647,252
RDampit,1089,414,1641,238
RDampit,1084,414,1645,249
RDampit,1078,408,1638,250
RDampit,1081,411,1638,238
RDampit,1083,411,1629,243
RDampit,1092,398,1639,241
RDampit,1078,418,1624,242
